Age,Workclass,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
49,2,0,13,2,1,0,1,1,27828,0,60,0,1
43,2,11,3,2,13,4,0,1,0,0,40,4,0
26,2,2,7,0,3,0,0,1,0,0,65,0,0
36,2,1,9,1,7,1,0,0,0,0,25,0,1
31,2,1,9,1,7,2,0,1,5178,0,35,0,1
38,2,1,9,2,9,5,0,1,0,0,40,0,0
43,1,5,10,1,8,1,0,0,0,0,84,0,0
58,2,1,9,2,4,4,0,1,0,0,35,0,0
55,2,1,9,2,0,0,0,1,0,0,29,0,0
39,2,6,12,2,1,4,1,1,0,0,35,2,0
38,2,0,13,2,3,0,0,1,0,0,35,0,0
54,1,1,9,6,6,0,0,0,0,2001,35,0,0
57,5,10,15,1,3,1,0,0,0,0,40,0,0
35,4,6,12,1,11,1,0,0,0,0,52,0,0
44,1,10,15,1,3,1,2,0,0,0,60,20,1
36,2,1,9,1,6,1,0,0,0,0,40,0,0
58,2,1,9,1,6,1,0,0,0,0,40,0,0
39,2,5,10,0,4,3,1,1,0,2205,40,0,0
25,2,10,15,0,3,0,0,1,0,0,8,13,0
54,4,0,13,1,1,1,0,0,0,0,40,0,0
23,2,0,13,0,10,0,0,1,0,0,40,0,0
37,2,5,10,0,5,0,0,0,0,0,60,0,0
60,3,6,12,1,4,1,1,0,0,0,40,0,0
66,4,8,4,6,4,0,0,1,0,0,20,0,0
36,2,6,12,1,9,1,1,0,0,0,50,0,0
29,1,1,9,3,7,5,2,0,0,1564,50,3,1
29,2,0,13,0,0,3,2,1,2202,0,40,20,0
25,2,0,13,2,3,0,0,1,0,0,44,0,0
62,2,1,9,6,3,0,0,1,0,0,25,0,0
23,2,5,10,0,0,3,0,0,0,0,40,0,0
38,2,1,9,0,4,3,1,0,0,0,40,0,0
33,2,5,10,1,2,1,0,0,0,0,50,0,1
49,5,5,10,1,8,1,0,0,0,0,60,0,0
57,5,1,9,1,1,1,0,0,0,0,60,0,1
57,4,0,13,1,1,1,0,0,0,0,45,0,0
46,2,5,10,0,9,0,0,1,0,0,45,0,0
37,5,3,14,1,1,1,0,0,0,0,70,0,1
43,5,0,13,1,5,1,0,0,0,0,45,0,1
26,2,1,9,0,4,0,0,1,0,0,35,0,0
40,2,7,11,4,3,5,0,1,0,0,40,0,0
39,1,1,9,0,6,5,3,0,0,0,40,0,0
39,2,6,12,2,4,4,1,1,0,0,40,0,0
31,2,5,10,1,0,1,0,0,0,0,40,0,0
31,2,0,13,1,9,1,4,0,0,0,36,4,0
27,2,0,13,0,0,0,1,1,0,0,40,0,0
36,1,0,13,1,1,1,0,0,0,0,50,11,0
40,4,0,13,2,10,0,0,1,8614,0,40,8,1
57,2,1,9,1,4,1,0,0,0,0,40,4,0
24,2,1,9,0,4,0,0,1,0,0,35,0,0
30,2,5,10,0,5,0,0,0,0,0,45,0,0
28,2,15,8,0,7,0,0,0,0,0,50,0,0
22,2,0,13,0,1,0,0,0,0,0,40,0,0
31,2,8,4,0,2,3,0,0,0,0,50,0,0
33,2,1,9,1,5,1,0,0,0,0,44,0,1
20,2,5,10,0,2,5,0,0,0,0,15,0,0
25,2,15,8,1,8,1,4,0,0,0,60,4,0
49,0,5,10,1,8,1,0,0,0,0,40,0,0
21,2,1,9,0,4,3,0,1,0,0,35,0,0
45,2,0,13,1,1,1,0,0,0,0,45,0,1
36,4,1,9,1,1,1,0,0,0,0,45,0,1
41,2,11,3,3,13,0,0,1,0,0,32,4,0
23,2,0,13,0,5,0,0,0,0,1602,12,0,0
47,2,0,13,1,1,1,0,0,0,0,50,0,1
41,2,1,9,2,1,0,0,0,0,0,50,0,0
30,2,1,9,0,2,4,0,1,0,0,40,0,0
29,4,5,10,0,8,0,0,0,0,0,40,0,0
31,2,8,4,2,9,4,0,1,0,0,40,0,0
64,2,4,5,1,3,1,0,0,0,0,50,0,0
55,2,4,5,1,9,5,2,0,0,0,40,12,0
19,2,1,9,0,4,0,0,0,0,0,35,0,0
31,0,15,8,1,10,2,0,1,0,0,40,0,1
18,0,2,7,0,4,3,0,0,0,0,8,0,0
68,2,1,9,6,5,0,0,1,0,0,24,0,0
50,2,5,10,1,3,1,0,0,0,0,40,0,0
36,4,5,10,0,1,4,1,1,0,0,48,0,0
44,2,10,15,1,3,1,0,0,0,0,50,0,1
58,1,1,9,1,0,2,0,1,0,0,20,0,1
20,2,1,9,0,5,3,1,1,0,0,20,0,0
18,2,12,6,0,2,3,0,0,0,0,40,0,0
32,2,1,9,0,2,3,0,1,0,0,30,0,0
49,1,1,9,2,4,0,0,1,0,0,40,0,0
34,2,1,9,1,9,1,0,0,0,0,40,0,0
22,2,1,9,0,0,0,0,1,0,0,40,0,0
40,2,1,9,1,4,1,0,0,0,0,45,0,0
35,2,1,9,1,2,1,0,0,0,0,40,0,0
26,2,5,10,1,5,1,0,0,0,0,50,0,0
44,1,15,8,1,1,1,2,0,0,0,60,36,0
55,2,1,9,2,1,0,0,1,0,0,60,0,0
21,2,7,11,1,6,1,0,0,0,2603,40,0,0
54,2,5,10,1,6,2,0,1,0,0,40,0,0
39,4,5,10,0,0,0,0,1,2202,0,44,0,0
52,2,1,9,2,4,0,0,0,0,0,38,0,0
57,5,0,13,1,6,1,0,0,0,0,50,0,1
67,2,8,4,6,3,0,0,1,0,0,35,0,0
58,0,1,9,2,0,4,0,1,0,0,40,0,0
27,4,5,10,0,3,5,0,0,0,0,16,0,0
66,2,1,9,1,3,1,0,0,0,0,15,0,0
41,2,5,10,2,9,0,0,0,0,0,40,0,0
18,2,2,7,0,3,3,0,1,0,0,16,0,0
58,2,1,9,6,6,4,0,0,8614,0,52,4,1
50,2,11,3,2,4,0,0,0,0,0,37,1,0
31,2,5,10,0,1,0,0,0,0,0,40,0,0
32,2,12,6,2,9,0,0,0,0,0,40,0,0
37,1,5,10,1,6,1,0,0,0,0,45,0,0
26,1,0,13,1,1,1,0,0,0,0,20,0,0
33,4,7,11,1,10,1,0,0,0,0,50,0,0
35,0,1,9,0,4,4,1,1,0,0,40,0,0
44,2,0,13,0,3,0,0,1,0,0,45,4,0
26,2,0,13,0,6,3,0,0,0,0,40,4,0
48,3,1,9,2,0,0,0,0,0,0,40,0,0
40,2,0,13,0,10,0,0,0,0,0,40,0,0
62,2,12,6,1,5,1,0,0,0,0,35,0,0
37,2,10,15,1,5,1,0,0,0,0,45,0,1
18,2,2,7,0,5,3,0,0,0,0,18,0,0
48,2,1,9,2,9,5,4,1,0,0,38,18,0
45,2,3,14,1,3,1,0,0,0,0,50,0,0
35,2,5,10,1,5,1,0,0,0,0,45,0,0
35,2,1,9,2,6,4,0,0,0,0,40,0,0
34,1,1,9,1,3,1,0,0,0,0,51,0,0
29,2,1,9,1,4,2,0,1,0,0,40,1,0
19,2,5,10,0,5,3,0,0,0,0,30,0,0
53,0,5,10,1,11,1,0,0,0,0,60,0,0
49,2,5,10,2,4,0,0,0,0,0,40,0,0
71,2,1,9,6,5,5,0,1,0,0,16,0,0
38,2,8,4,1,6,1,0,0,0,0,36,4,0
39,4,3,14,1,1,1,0,0,0,0,45,0,0
23,2,0,13,0,0,0,0,1,0,0,40,0,0
29,5,0,13,1,5,1,0,0,0,0,50,0,1
52,2,11,3,2,8,4,0,0,0,0,40,0,0
41,2,5,10,1,0,2,0,1,0,0,40,0,1
20,2,5,10,0,4,0,0,0,0,0,35,0,0
30,2,5,10,1,10,1,0,0,0,0,45,0,0
56,2,12,6,2,0,4,1,1,0,0,36,0,0
26,2,1,9,2,5,4,0,1,0,0,40,0,0
36,3,1,9,2,0,4,0,1,0,0,40,0,0
26,4,0,13,0,3,3,1,1,0,0,42,0,0
58,2,6,12,1,9,1,1,0,0,1848,40,0,1
24,2,0,13,0,0,3,0,0,0,0,40,0,0
41,2,5,10,2,5,0,2,1,0,0,32,0,0
27,2,5,10,0,5,3,0,0,0,0,35,0,0
28,0,5,10,4,1,3,0,0,0,2339,40,0,0
57,5,1,9,1,1,1,0,0,0,0,40,0,0
21,0,5,10,0,3,3,0,1,0,0,20,0,0
50,2,1,9,1,2,1,0,0,0,0,40,0,0
27,2,1,9,1,2,1,1,0,0,0,40,0,0
58,2,0,13,0,3,0,0,1,0,0,60,0,0
27,1,0,13,1,1,1,0,0,0,0,50,0,0
36,2,1,9,4,5,4,1,1,0,0,17,0,0
68,4,0,13,1,1,1,0,0,20051,0,40,0,1
33,5,1,9,6,5,4,0,1,0,0,40,0,0
19,2,5,10,0,4,3,0,1,0,0,18,0,0
26,2,1,9,4,0,4,1,1,0,0,40,0,0
37,2,1,9,0,2,4,1,1,0,0,30,0,0
53,2,1,9,1,9,1,0,0,0,0,45,0,0
32,2,5,10,0,10,0,1,0,0,0,38,0,0
18,2,2,7,0,1,3,0,1,0,0,25,0,0
53,2,1,9,1,6,1,0,0,0,0,40,0,1
40,1,0,13,1,3,1,0,0,0,0,40,0,0
50,2,5,10,2,3,4,0,1,0,0,40,0,0
43,2,0,13,1,3,2,0,1,15024,0,50,0,1
60,2,0,13,1,5,1,0,0,0,0,46,0,1
28,1,1,9,1,5,2,0,1,0,0,40,0,0
34,2,1,9,2,5,0,0,0,0,1669,45,0,0
37,2,1,9,2,7,0,0,0,0,0,40,0,0
25,2,1,9,1,10,1,0,0,0,0,40,0,0
46,2,3,14,1,1,1,0,0,15024,0,65,0,1
21,2,2,7,3,2,3,0,0,0,1762,40,23,0
26,2,0,13,0,3,0,0,1,0,0,45,0,0
47,2,1,9,0,0,5,0,1,0,0,40,0,0
18,2,15,8,0,2,3,0,0,0,0,20,0,0
22,2,0,13,0,5,0,0,1,0,0,16,0,0
36,2,5,10,2,9,3,0,1,0,0,30,0,0
59,1,1,9,1,7,1,0,0,0,0,48,0,0
33,2,1,9,1,4,2,0,1,0,0,38,24,0
33,2,12,6,2,6,0,0,0,0,0,35,8,0
53,5,0,13,1,0,2,2,1,0,0,50,5,0
44,0,5,10,1,1,1,0,0,3411,0,40,0,0
55,2,1,9,1,1,1,0,0,0,0,50,0,0
56,2,1,9,1,7,1,0,0,0,0,50,0,0
54,1,5,10,2,5,0,0,1,0,0,35,0,0
51,2,1,9,2,3,0,0,0,0,0,40,0,0
31,2,5,10,0,0,0,0,1,2463,0,38,0,0
43,2,3,14,1,1,1,0,0,0,0,50,0,1
44,2,1,9,2,4,4,0,1,0,0,40,0,0
22,2,5,10,0,1,3,0,0,0,0,50,0,0
43,0,1,9,1,4,1,3,0,0,0,40,0,0
26,0,6,12,0,0,4,1,1,0,0,40,0,0
30,2,0,13,0,5,3,0,0,0,0,18,0,0
30,2,4,5,1,6,1,0,0,2580,0,40,0,0
46,2,1,9,0,4,0,0,0,0,0,15,0,0
27,2,0,13,1,5,1,0,0,0,0,50,0,0
26,2,1,9,1,6,1,0,0,0,0,50,0,0
36,2,0,13,0,1,0,0,0,8614,0,40,0,1
25,1,1,9,4,6,3,0,0,0,0,35,0,0
30,3,10,15,0,3,0,1,1,0,0,40,0,0
46,0,1,9,1,4,1,1,0,7298,0,40,0,1
47,2,5,10,1,0,2,1,1,0,0,48,0,1
66,5,0,13,1,5,1,0,0,5556,0,26,0,1
43,2,12,6,1,2,1,0,0,0,0,40,0,0
71,2,1,9,6,3,0,0,1,0,0,20,0,0
36,3,0,13,1,0,1,0,0,0,1848,55,0,1
46,2,1,9,3,3,0,2,0,0,0,40,12,0
44,4,5,10,6,0,4,0,1,0,0,15,0,0
42,2,9,16,1,3,1,0,0,0,0,50,0,0
39,2,0,13,1,7,1,0,0,0,1977,45,12,1
36,2,6,12,1,1,1,0,0,0,0,50,0,1
60,1,0,13,1,1,1,0,0,0,1977,45,0,1
37,2,5,10,1,9,1,0,0,0,0,50,0,1
26,2,0,13,0,7,3,0,0,0,0,20,0,0
24,2,0,13,0,0,0,0,1,0,0,30,0,0
17,2,2,7,0,3,3,0,0,0,0,18,0,0
45,4,3,14,2,3,0,0,1,0,0,35,0,0
54,2,5,10,1,1,1,0,0,0,0,48,0,1
22,2,5,10,0,5,3,0,1,0,0,30,0,0
63,4,3,14,1,3,1,0,0,0,0,48,0,0
22,2,1,9,1,6,1,0,0,0,0,43,0,0
27,2,5,10,0,4,0,0,0,0,0,25,0,0
33,2,4,5,1,6,1,0,0,0,0,33,4,0
64,2,0,13,6,3,0,0,1,0,0,30,0,0
50,2,6,12,1,1,1,0,0,0,0,50,0,1
44,1,7,11,6,3,4,0,1,0,0,40,0,0
31,2,1,9,1,7,1,0,0,0,0,50,0,0
44,2,1,9,2,0,0,2,1,0,0,40,36,0
53,1,12,6,1,8,1,0,0,0,0,35,0,0
33,4,1,9,6,4,4,0,1,0,0,40,0,0
34,3,15,8,1,12,1,0,0,0,0,40,0,0
27,2,1,9,0,7,0,0,0,0,0,70,0,0
43,2,7,11,6,3,0,0,1,0,2339,36,0,0
80,1,1,9,0,1,0,0,0,0,0,20,0,0
31,2,6,12,2,4,0,0,1,0,0,32,0,0
40,2,1,9,1,6,1,1,0,0,0,40,0,1
53,4,0,13,1,3,1,0,0,0,0,40,0,0
58,2,1,9,1,9,1,0,0,0,0,44,0,0
38,2,5,10,1,1,1,0,0,0,0,40,0,1
33,2,10,15,1,3,1,0,0,0,0,40,0,1
48,4,0,13,1,1,1,0,0,0,0,60,4,1
23,2,5,10,1,1,2,1,1,0,0,40,0,0
31,1,1,9,0,6,3,0,0,0,0,50,0,0
52,1,3,14,1,5,1,0,0,0,0,70,0,0
24,2,1,9,0,10,3,0,0,0,0,40,0,0
45,1,4,5,1,8,1,0,0,0,0,40,0,0
36,2,1,9,1,0,2,0,1,0,0,40,0,1
52,2,11,3,6,4,4,0,1,0,0,40,4,0
54,2,1,9,1,6,1,0,0,0,0,40,0,0
39,2,10,15,1,3,1,0,0,0,0,55,0,1
40,2,0,13,1,5,1,0,0,0,0,50,0,1
28,2,1,9,0,10,0,2,0,0,0,50,0,0
21,2,5,10,0,3,3,0,0,0,0,16,0,0
23,2,5,10,0,0,0,0,1,0,0,40,0,0
36,5,8,4,0,6,4,1,0,0,0,40,0,0
22,2,5,10,0,0,3,0,1,0,0,15,0,0
55,4,3,14,1,1,1,0,0,0,0,50,0,0
71,2,1,9,0,2,0,0,0,0,0,17,0,0
47,2,9,16,1,3,1,0,0,0,0,60,0,1
17,5,12,6,0,5,3,0,0,0,0,12,0,0
31,2,0,13,1,1,2,0,1,0,0,50,0,1
32,2,5,10,0,4,5,2,0,0,0,40,0,0
46,2,5,10,1,7,1,0,0,3103,0,40,0,1
27,2,0,13,0,1,3,0,1,0,0,40,0,0
39,3,5,10,1,1,1,0,0,0,1902,50,0,1
40,2,1,9,2,2,0,0,1,0,0,48,0,0
30,2,1,9,0,5,0,0,1,0,1602,30,0,0
17,2,4,5,0,4,4,0,0,0,0,20,0,0
33,2,3,14,0,3,0,0,0,0,0,40,0,0
72,2,9,16,0,3,0,0,0,0,0,30,0,0
34,3,5,10,5,0,2,0,1,0,0,40,0,1
65,2,1,9,0,6,5,2,0,0,0,40,16,0
36,2,0,13,1,3,1,0,0,0,1887,50,0,1
32,2,1,9,0,9,4,0,0,0,0,40,0,0
26,2,5,10,0,0,5,0,0,0,0,40,4,0
22,2,1,9,0,2,0,0,0,0,0,40,0,0
47,2,10,15,1,3,1,0,0,99999,0,48,0,1
31,2,5,10,0,4,0,0,0,0,0,40,0,0
28,1,0,13,0,5,0,0,0,0,0,50,0,0
38,2,3,14,0,0,0,0,1,0,0,50,13,1
34,2,6,12,1,0,1,0,0,0,0,28,0,0
44,2,0,13,1,3,1,0,0,0,0,35,0,1
27,2,5,10,0,2,3,2,0,0,0,40,0,0
50,4,0,13,1,11,1,0,0,0,0,44,0,1
47,2,1,9,1,4,2,1,1,0,0,30,0,0
20,2,5,10,0,4,0,0,0,0,0,40,0,0
24,2,1,9,0,5,0,0,0,0,0,38,0,0
29,3,5,10,1,10,1,0,0,0,0,40,0,1
37,4,7,11,0,4,4,1,1,0,0,32,0,0
42,2,6,12,2,0,0,0,0,0,0,40,0,0
20,2,5,10,0,3,3,0,0,0,0,20,0,0
68,2,5,10,0,0,0,0,1,0,0,40,0,0
22,4,5,10,0,0,0,2,1,0,0,40,36,0
72,1,1,9,1,5,1,0,0,0,0,30,0,0
45,3,5,10,1,0,1,1,0,0,0,20,0,0
30,4,1,9,1,4,1,1,0,0,0,40,0,0
33,2,1,9,1,6,1,0,0,0,0,40,0,0
43,2,1,9,1,4,1,0,0,0,0,40,0,1
56,2,5,10,6,1,0,0,0,4416,0,60,0,0
25,1,7,11,1,8,1,0,0,0,0,40,0,0
41,2,1,9,2,13,0,0,1,0,0,40,26,0
25,2,0,13,0,4,0,0,1,0,0,37,0,0
31,0,6,12,1,10,1,0,0,0,0,40,0,1
36,2,1,9,1,9,1,0,0,0,0,38,0,0
37,2,0,13,1,1,1,0,0,0,0,40,0,1
58,1,1,9,1,6,1,0,0,0,0,20,0,0
26,2,0,13,0,0,0,1,1,0,0,40,0,0
55,2,5,10,1,10,1,0,0,0,0,50,9,1
46,3,5,10,1,1,1,0,0,0,0,48,0,1
44,2,0,13,0,0,0,0,1,0,1617,20,0,0
44,2,2,7,1,4,1,1,0,0,0,60,0,0
28,0,0,13,0,1,0,0,0,0,0,55,0,0
42,2,12,6,1,7,1,0,0,0,0,50,0,0
41,2,1,9,2,6,0,0,0,0,0,40,0,0
39,2,0,13,1,1,1,0,0,0,0,45,0,0
64,1,7,11,1,8,1,0,0,0,0,30,0,0
20,2,5,10,0,2,3,0,0,0,0,25,0,0
45,4,5,10,1,11,1,0,0,0,0,40,0,1
31,2,1,9,1,0,1,0,0,0,0,50,0,0
36,3,3,14,1,1,1,0,0,0,0,40,0,1
32,2,4,5,4,4,4,4,1,0,0,40,4,0
33,1,7,11,1,8,1,0,0,0,0,65,0,0
51,1,1,9,2,1,0,0,1,99999,0,35,0,1
36,2,1,9,2,9,4,0,0,0,0,40,0,0
40,2,1,9,0,6,0,0,0,0,0,40,0,0
44,2,7,11,1,0,1,0,0,7298,0,51,0,1
40,2,1,9,2,0,4,0,1,0,0,45,8,0
46,2,7,11,2,0,0,0,1,0,0,40,0,0
31,1,10,15,1,3,1,0,0,0,0,60,0,1
30,2,1,9,0,5,0,0,1,0,1980,40,0,0
26,2,1,9,1,2,1,0,0,0,0,40,0,0
25,2,0,13,0,4,5,0,0,0,0,40,0,0
35,1,6,12,1,6,1,0,0,0,0,40,0,0
29,2,10,15,0,3,5,0,0,0,0,50,0,0
39,2,6,12,4,6,0,0,0,0,0,40,0,0
44,1,5,10,2,4,4,0,0,0,0,40,0,0
37,2,1,9,1,9,1,0,0,0,0,60,0,1
79,1,7,11,1,5,1,0,0,0,0,20,0,1
36,2,0,13,1,1,1,1,0,0,0,45,0,1
44,2,5,10,1,6,1,0,0,0,0,60,0,1
23,2,1,9,1,9,1,0,0,0,1573,30,0,0
27,2,0,13,0,0,0,0,1,0,0,45,0,0
46,1,0,13,1,5,1,0,0,0,1902,40,0,1
58,2,1,9,1,6,1,0,0,0,0,40,0,0
36,2,6,12,2,1,0,0,0,0,0,48,0,0
36,2,1,9,1,6,1,0,0,0,1887,60,0,1
21,2,5,10,0,0,0,0,0,0,0,45,0,0
41,0,1,9,0,7,0,0,1,14344,0,40,0,1
49,3,1,9,1,9,1,0,0,0,0,40,0,0
34,2,0,13,1,5,2,0,1,0,0,40,0,1
29,2,1,9,1,11,1,0,0,0,0,35,30,0
63,2,0,13,1,1,1,0,0,0,0,50,0,1
29,3,0,13,0,3,0,0,1,0,0,40,0,0
65,2,5,10,1,8,1,0,0,0,0,40,0,0
26,2,0,13,0,4,0,0,1,0,0,25,0,0
42,2,9,16,1,3,1,2,0,0,0,40,20,1
44,2,5,10,2,0,0,2,1,0,0,37,0,0
51,2,1,9,4,3,0,1,0,0,0,6,0,0
41,1,1,9,1,9,1,0,0,0,0,25,0,0
22,4,6,12,0,0,3,1,1,0,0,35,21,0
36,2,5,10,1,3,2,0,1,0,0,25,0,0
18,2,2,7,0,2,3,0,0,0,0,40,0,0
33,4,12,6,1,7,1,0,0,0,0,40,0,0
46,4,0,13,1,3,1,0,0,0,0,38,0,1
49,2,2,7,1,13,5,0,1,0,0,40,0,0
41,0,1,9,1,0,2,0,1,0,0,40,0,0
52,2,5,10,2,0,4,0,1,0,0,40,0,0
40,2,5,10,4,2,0,0,0,0,0,40,0,0
53,3,5,10,0,3,4,0,1,0,0,40,0,0
45,1,1,9,1,6,1,0,0,0,0,50,0,0
30,4,12,6,1,6,1,0,0,0,0,40,0,0
56,2,1,9,1,2,1,0,0,0,0,40,0,0
24,2,1,9,1,6,1,0,0,0,0,40,0,0
71,1,8,4,1,8,1,0,0,0,0,50,0,0
20,1,1,9,2,5,0,0,1,0,0,30,0,0
26,2,0,13,1,10,1,0,0,0,0,50,0,0
34,2,1,9,1,5,1,0,0,0,0,65,0,0
36,2,4,5,2,3,4,0,1,0,0,40,4,0
49,2,1,9,4,3,4,0,1,0,653,60,0,0
48,2,9,16,1,3,1,0,0,0,1902,50,0,1
22,2,1,9,0,4,3,0,1,0,0,40,0,0
30,2,5,10,2,9,0,0,0,0,1617,40,0,0
51,2,1,9,2,6,0,0,0,0,0,40,0,0
46,2,5,10,3,5,4,0,1,0,0,40,0,0
32,5,1,9,1,1,1,0,0,0,0,45,0,0
42,2,10,15,1,5,2,3,1,15024,0,40,5,1
52,0,5,10,1,10,1,0,0,0,0,50,0,0
57,2,1,9,2,0,5,1,1,0,0,40,0,0
35,2,5,10,2,0,4,0,1,0,0,39,0,0
52,2,3,14,1,3,1,0,0,0,0,50,0,1
59,2,4,5,2,3,0,0,1,0,0,12,0,0
36,2,5,10,2,1,4,0,1,0,0,40,0,0
33,2,5,10,1,1,1,0,0,0,0,40,1,1
67,4,1,9,2,11,0,1,0,0,0,20,0,0
31,1,5,10,1,5,1,0,0,0,0,48,0,0
31,2,1,9,1,3,1,0,0,0,0,50,0,0
28,2,5,10,0,9,0,0,0,0,0,42,0,0
72,2,8,4,6,3,4,0,1,0,0,20,0,0
36,2,1,9,2,6,0,0,0,0,0,40,0,0
58,1,1,9,1,5,1,0,0,0,0,35,0,1
56,2,1,9,1,9,1,0,0,0,0,40,0,0
35,2,5,10,0,5,0,0,0,0,0,40,0,0
37,2,7,11,1,6,1,0,0,0,0,40,0,1
44,2,0,13,3,1,4,0,1,0,0,40,0,0
26,2,1,9,0,8,3,0,0,0,0,40,0,0
51,2,1,9,1,7,1,0,0,0,0,40,0,0
31,2,5,10,1,6,1,0,0,4386,0,50,0,1
30,2,5,10,0,5,3,0,1,0,0,40,24,0
20,2,5,10,0,0,0,0,1,0,0,40,0,0
21,2,5,10,0,0,3,2,1,0,0,40,0,0
37,2,0,13,1,3,1,0,0,0,0,50,0,1
53,0,7,11,1,3,1,0,0,4386,0,40,0,1
54,2,1,9,1,0,1,0,0,0,0,45,0,0
32,2,0,13,2,3,4,0,1,0,0,32,0,0
34,2,5,10,1,3,2,0,1,7688,0,6,0,1
30,2,0,13,1,5,1,0,0,7298,0,50,0,1
43,0,1,9,3,1,4,0,1,0,0,40,0,0
48,2,7,11,2,4,3,0,1,0,0,40,0,0
42,1,0,13,1,5,1,0,0,0,0,48,0,0
62,2,1,9,1,9,1,0,0,0,0,40,0,0
31,2,1,9,1,6,1,0,0,0,0,40,0,0
22,2,1,9,0,5,0,0,0,0,0,60,0,0
45,2,0,13,1,1,1,0,0,0,0,32,0,0
34,2,5,10,4,5,0,0,0,0,0,45,0,0
64,2,1,9,1,1,1,0,0,0,0,20,0,0
42,1,0,13,1,8,1,0,0,0,0,65,0,0
60,1,1,9,1,5,1,0,0,0,0,70,0,0
44,2,1,9,0,6,5,0,0,0,0,58,0,0
67,2,8,4,1,3,1,0,0,0,0,4,0,0
45,2,6,12,2,10,4,0,1,0,0,40,0,0
53,1,10,15,1,3,1,0,0,0,0,38,0,1
37,2,7,11,1,7,1,0,0,15024,0,50,0,1
32,2,12,6,1,3,2,0,1,0,0,40,0,0
23,2,1,9,0,4,0,0,1,0,0,35,0,0
28,2,0,13,1,3,1,2,0,0,0,40,20,0
55,2,8,4,1,6,1,0,0,0,0,41,0,0
58,2,3,14,0,0,0,0,1,0,0,24,0,1
74,5,5,10,1,1,1,0,0,20051,0,25,0,1
27,2,1,9,0,0,3,0,0,0,0,40,0,0
37,2,1,9,2,0,4,1,1,0,0,40,0,0
22,2,5,10,0,3,3,2,1,0,0,4,5,0
44,1,12,6,1,4,1,0,0,0,0,70,0,0
23,2,6,12,0,0,3,0,0,0,0,40,0,0
41,2,0,13,1,1,1,0,0,0,0,40,29,0
45,2,5,10,1,10,1,2,0,0,0,55,0,1
29,2,1,9,2,9,4,0,0,0,0,40,0,0
33,2,0,13,0,5,0,0,0,0,0,45,0,1
61,4,3,14,1,1,1,0,0,7298,0,60,0,1
29,2,6,12,1,5,2,4,1,7688,0,45,0,1
22,2,5,10,0,5,5,0,0,0,0,38,0,0
28,2,4,5,0,6,0,0,0,0,0,40,24,0
30,2,0,13,1,3,2,0,1,0,0,40,0,0
20,2,5,10,0,2,3,0,0,0,0,20,0,0
28,2,12,6,4,3,0,0,0,0,0,30,0,0
45,2,1,9,1,6,1,0,0,0,0,50,0,1
19,2,5,10,0,3,0,0,1,0,0,24,0,0
42,2,6,12,2,1,4,0,1,0,0,40,0,0
34,2,1,9,0,6,3,0,0,0,0,40,0,0
31,2,0,13,1,3,1,0,0,0,0,60,0,1
23,2,0,13,0,1,3,0,1,0,0,40,0,0
50,2,1,9,1,6,1,0,0,0,0,50,0,0
40,2,12,6,1,1,1,0,0,0,0,40,0,1
57,2,1,9,2,0,0,0,1,0,0,45,0,0
35,2,5,10,1,0,2,0,1,3908,0,27,0,0
24,2,0,13,0,1,3,0,0,0,0,45,0,0
27,2,5,10,0,0,0,0,1,0,0,15,0,0
27,4,5,10,0,11,3,0,1,0,0,40,0,1
45,5,1,9,1,5,1,0,0,0,0,40,0,0
80,2,9,16,1,3,1,0,0,0,0,30,0,0
23,0,5,10,0,4,0,0,0,0,0,50,0,0
46,2,5,10,1,1,1,0,0,0,0,40,0,1
38,2,0,13,1,5,1,0,0,0,0,40,0,1
50,2,1,9,2,5,0,0,0,0,0,60,0,0
90,2,0,13,1,5,1,0,0,0,0,20,0,0
55,2,5,10,1,5,1,0,0,0,0,50,0,0
72,2,1,9,1,1,2,0,1,0,0,50,8,0
65,2,5,10,6,0,0,0,1,0,0,40,0,0
37,2,12,6,2,6,0,0,0,0,0,40,0,0
39,0,1,9,1,0,2,0,1,0,0,40,0,0
38,2,7,11,1,6,1,0,0,0,0,40,0,0
46,2,5,10,1,1,1,0,0,15024,0,50,0,1
50,2,1,9,1,5,1,0,0,0,0,65,0,1
54,2,6,12,1,1,1,0,0,0,0,40,0,1
40,2,3,14,0,5,0,0,0,0,0,50,0,1
30,2,8,4,1,6,1,0,0,2829,0,40,0,0
50,2,1,9,1,8,1,0,0,0,0,35,0,0
28,2,5,10,0,6,0,0,0,0,0,30,0,0
34,2,7,11,1,6,1,0,0,0,0,53,0,0
55,2,1,9,2,2,0,0,0,0,0,40,0,0
20,2,1,9,0,2,3,0,0,0,0,40,0,0
19,2,5,10,0,3,0,0,1,0,0,32,0,0
21,2,5,10,0,0,0,0,0,0,0,35,0,0
39,2,5,10,2,4,0,0,1,0,0,20,0,0
43,2,1,9,1,6,1,0,0,0,0,40,0,1
33,4,1,9,0,4,4,3,0,0,0,40,0,0
26,2,5,10,0,0,0,0,1,0,0,40,0,0
45,0,9,16,1,3,1,0,0,0,0,40,0,1
31,0,5,10,0,4,3,0,1,0,0,65,0,0
32,2,11,3,1,6,1,0,0,0,0,60,4,0
60,1,1,9,1,5,1,0,0,0,0,50,0,0
